1.267,1.095	94.545,0.016	0.019,104.164	1.452,104.164
93.313,0.177	0.022,97.860
2.024,0.438	197.893,0.006	0.023,39.257
133.415,0.074	0.207,206.701
1.311,0.501	104.462,0.005	0.020,30.169
154.711,0.021	0.057,66.757	1.900,66.757
389.678,0.057	0.376,60.947
255.265,0.005	0.537,35.718
239.352,0.001	0.057,3.577
1.314,0.050	64.257,0.050	1.314,2.184	64.257,2.184	0.025,53.176
0.420,1.037	29.196,0.012	0.004,66.949
0.057,1.286	4.850,1.286	0.008,116.405
104.008,0.147	0.014,99.617	1.375,99.617
221.313,0.024	0.110,95.223
73.471,0.016	0.059,1.493	0.059,101.774
3.383,0.932	318.527,0.011	0.080,64.680
0.587,1.361	53.875,0.044	0.011,81.247
0.035,0.802	0.001,58.998
1.950,0.056	105.849,0.056	0.036,106.972
0.197,2.223	14.158,0.068	0.007,121.148
339.462,0.333	0.062,212.028
455.051,0.067
0.954,1.320	75.811,0.037	0.010,48.324
110.974,0.101	0.291,35.535
232.056,0.330	0.062,113.064	4.221,113.064
108.913,0.180	108.913,8.560	0.078,342.110
127.863,0.037	0.084,50.958	2.502,50.958
4.290,0.587	166.458,0.033	166.458,2.511	0.118,45.090
0.965,0.809	7.629,0.809	0.017,65.369
1.292,123.977	14.524,13.444
46.493,0.977	0.014,54.745	0.853,54.745
30.233,0.224	0.004,662.894
565.694,0.005
0.822,1.049	80.919,0.039	0.128,98.901
0.563,0.533	43.881,0.017	43.881,0.928	0.016,29.398
77.580,0.097	77.580,7.936	0.109,688.979	5.647,688.979
41.962,0.001
1.660,0.377	34.577,0.006	0.054,30.233
704.143,0.032	0.620,2.797	0.620,171.786
2.435,0.864	234.167,0.010	0.041,39.852
84.243,0.101	0.022,161.567
0.990,1.239	85.281,0.019	0.011,118.543
4.305,3.442	283.986,0.078	0.064,62.357
67.424,0.184	0.013,636.430
0.555,0.110	24.796,0.007
0.701,0.019	41.518,0.019	0.018,95.760
150.502,0.076	0.081,143.024	3.660,143.024
49.437,0.042	0.008,90.177
153.435,0.179	0.368,69.364
31.101,0.114	0.045,8.553	0.045,249.726
325.755,0.195	0.602,436.428	10.586,5.330
0.457,0.434	27.426,0.004	0.006,20.391
99.926,0.025	0.305,59.018
1.971,2.471	95.689,0.080	0.165,238.772	8.006,7.777
6.282,0.062	199.067,0.062	0.093,144.009
199.155,0.396	199.155,4.291
108.425,0.053	108.425,4.586	0.167,72.296
2.837,0.420	215.837,0.007	0.062,34.986	4.751,34.986
0.365,2.297	35.629,0.032	0.004,149.177
0.858,1.060	20.871,0.012	0.029,68.323
63.162,0.011	63.162,1.064	0.042,84.856
1.514,0.822	65.410,0.011	0.683,35.290
1.034,0.203	50.588,0.203	0.016,118.183
23.098,0.156	23.098,3.254	0.212,99.390
0.106,2.442	4.173,2.442	0.001,105.608
3.952,2.047	59.042,0.041	0.522,105.347
2.028,0.089	140.280,0.001	2.028,7.848
6.528,0.104	149.034,0.104	0.088,2.740	0.088,88.654
352.721,0.039	0.079,127.056	4.310,127.056
16.875,0.169	0.012,4.544	0.012,23.740
76.183,0.021	0.033,56.168
96.309,0.005	0.381,24.633
0.011,77.710
5.880,0.048	5.880,2.989	0.001,147.973
88.375,0.951	0.015,79.856
243.611,0.681	0.343,289.702
241.219,1.067	241.219,6.787
0.222,1.398	21.453,0.014	0.005,63.646
119.063,0.149	0.022,5.019	0.022,85.865
168.413,0.030	0.091,1.851	0.091,32.629
3.675,0.314	233.150,0.006	0.093,9.865	5.913,9.865
0.059,472.878	3.064,472.878
434.649,0.383	0.054,111.673
5.245,0.029	430.182,0.029	0.283,2.685	0.283,222.612
69.753,0.113	0.039,24.553	3.136,24.553
155.277,0.014	0.041,77.597	2.189,77.597
1.343,1.925	43.554,0.254	0.133,28.759	4.303,28.759
0.572,0.906	14.527,0.013	0.009,64.044
6.622,0.262	6.622,5.933	0.048,351.587
36.358,0.066	36.358,3.605	0.039,114.367
142.524,0.019	0.053,46.777
6.523,66.936
252.273,0.055	3.628,43.996
87.322,0.020	0.200,78.220
146.321,0.101	0.047,275.912	2.116,275.912
309.242,0.004	0.338,25.864
0.816,2.961	20.319,0.099	0.048,49.418
110.507,0.133	0.601,13.319
2.114,0.923	166.172,0.070	0.055,38.229
2.574,0.012	111.835,0.012	0.034,74.122
2.836,2.451	125.516,2.451	0.137,232.282
1.618,2.013	113.599,0.051	0.018,104.921
4.868,0.089	323.575,0.089	0.050,58.480
136.431,0.222	0.031,8.553	0.031,531.268
43.661,0.067	43.661,2.206	0.013,119.868
17.758,0.089	0.014,7.673	0.014,639.972
286.321,0.198	0.368,653.446	21.499,17.177
0.288,0.184	23.640,0.003	0.009,14.684
344.675,0.016	0.215,91.154	5.287,91.154
744.071,0.010	0.600,74.961
0.915,0.549	66.829,0.006	0.012,45.709
70.277,0.036	0.036,64.121
164.068,0.226	0.022,592.061
136.873,0.023	0.069,36.757
5.300,0.034	47.045,0.034	0.227,49.043
367.604,0.123	5.202,163.958
1.279,1.401	77.016,0.015	0.013,85.036
136.431,0.101	9.296,9.693
3.023,0.956	0.001,3.917	0.001,217.190
96.183,0.053	0.260,28.183
3.266,2.239	199.361,0.367	0.035,96.604
23.549,0.015	23.549,1.336	0.014,96.964
2.509,0.189	36.652,0.189	0.037,95.391
7.329,0.032	165.357,0.032	0.735,1.650	0.735,148.181
3.201,3.146	101.375,0.033	0.034,180.602
61.061,0.059	61.061,2.930	0.021,246.091
1.577,3.780	120.418,0.046	0.017,299.335
0.455,1.996	44.304,0.093	0.006,41.353
35.475,0.006	0.147,23.308
0.400,1.152	9.792,0.017	0.005,71.705
0.731,0.981	50.178,0.187	0.008,78.588
66.939,0.130	0.196,47.407
264.376,0.137	0.166,83.281
219.333,0.109	0.081,2.639	0.081,75.460
3.872,0.000	372.533,0.000
45.845,0.274	0.335,274.936
399.265,0.046	399.265,4.402	0.134,139.422
6.938,0.046	25.522,0.046	6.938,0.987	25.522,0.987	0.105,87.294
35.000,0.102	0.007,6.919	0.007,26.025
1.902,1.872	79.032,0.030	0.071,129.492
91.966,0.017	0.054,60.562
40.156,0.119	0.032,4.519	0.032,48.281
6.843,0.608	0.005,832.062
100.554,0.088	0.014,78.359
276.853,0.011	0.385,19.940
27.205,0.046	0.011,65.382
0.188,0.236	15.445,0.003	0.009,15.337
0.028,0.437	0.001,9.196
82.916,0.167	0.013,726.283
41.766,0.032	0.072,204.514
18.014,1.515	0.235,600.242	18.014,45.889
79.714,0.015	0.040,49.879
0.979,1.330	31.784,0.021	0.028,52.943
148.597,0.015	0.079,0.924	0.079,69.206
0.067,2.271	6.652,0.070	6.652,2.678	0.001,87.135
141.131,0.192	0.027,114.041
11.669,0.062	0.002,4.322	0.002,365.024
1.796,3.344	118.749,3.053	0.034,172.224
0.360,97.368
425.747,0.196	0.183,811.300	12.384,9.968
81.610,0.051	0.017,3.744	0.017,149.610
0.810,0.275	28.759,0.006	0.009,24.211
103.779,0.016	0.021,1.146	0.021,69.538
157.996,0.025
218.443,0.018	0.029,68.817	2.641,68.817
153.961,0.014	0.152,53.332
1.614,0.900	139.026,0.016	0.024,14.820
83.919,0.571	83.919,6.734	0.031,79.666	1.701,79.666
134.869,1.199	0.425,374.671	1.718,374.671
2.544,0.224	137.868,0.003	0.091,18.493
67.432,0.284	0.015,89.064
1.102,1.198	106.356,0.098	0.012,80.780
7.649,0.193	286.763,0.004	7.649,7.366
88.351,0.117	0.043,29.211
0.135,2.473	10.658,0.184	0.003,58.241
117.330,0.011	117.330,0.775	0.018,26.458
628.856,0.060	0.264,131.537	7.414,131.537
464.932,0.005	0.177,34.468
3.233,1.658	91.194,0.021	0.038,73.302
242.284,0.007
0.199,0.320	7.509,0.320	0.007,26.629
119.802,0.017	0.092,76.846
176.103,0.025	0.135,82.091	1.945,82.091
24.680,0.096	24.680,8.670	0.008,398.598
1.024,0.763	41.436,0.016	0.021,47.201
107.685,0.044	0.039,163.434	1.459,163.434
5.830,0.022	167.813,0.022
317.207,0.045	0.051,88.108
145.293,0.061	0.694,67.019	14.321,1.827
0.709,1.599	51.427,0.029	0.010,112.739
0.850,0.060	73.446,0.060	0.850,4.152	73.446,4.152	0.012,273.475
199.282,0.029	0.101,36.845
2.753,3.616	204.323,0.287	0.072,95.764	5.306,95.764
129.956,0.242	0.023,4.630	0.023,101.347
2.553,0.036	193.147,0.000	0.115,1.909
6.158,0.011	327.421,0.011	0.149,26.661
1.074,2.912	105.920,0.106	0.013,285.670
170.803,0.042	170.803,1.725	0.052,149.624
1.685,1.572	157.615,0.018	0.055,126.539
4.159,2.004	215.132,0.065	0.774,62.801
43.228,2.813	0.016,161.280
282.152,0.010	0.059,75.825	2.857,75.825
111.674,0.635	0.021,8.369	0.021,358.066
1.381,2.748	96.311,0.055	0.019,191.592
1.402,0.369	66.557,0.005	0.048,27.874
0.229,383.923
148.301,0.162	0.275,81.363	3.107,81.363
0.571,1.892	25.376,0.086	0.011,54.121
94.225,0.085	0.038,54.202
2.098,0.054	74.939,0.003
0.764,1.815	71.216,0.128	0.098,42.074
1.607,0.115	138.229,0.002
207.930,0.089	207.930,4.410	0.098,106.159	2.370,106.159
1.855,0.562	146.897,0.026	0.048,52.570	3.829,52.570
158.439,0.015	158.439,0.997	0.058,63.246
140.331,0.441	140.331,6.178	0.174,214.865
97.546,0.012	0.175,59.909
136.174,0.117	0.023,135.133
237.242,0.743	0.217,108.454	11.596,13.364
5.966,1.201	164.067,0.020	0.185,90.354
0.497,3.892	15.374,0.281	0.024,166.347
113.810,0.064	0.044,39.785	1.622,39.785
2.335,1.241	214.045,0.027	0.200,65.528
102.465,0.568	0.021,7.645	0.021,582.073
267.024,0.141	267.024,2.186	0.227,216.928
3.171,0.226	137.172,0.003	0.034,21.626
119.353,0.808	0.114,148.427
1.102,1.292	81.527,0.057	0.339,93.680
1.506,1.518	110.371,0.017	0.746,91.976
1.913,0.650	102.184,0.024	0.042,44.040
0.345,0.282	4.117,0.282	0.010,26.868
117.729,0.154	0.139,97.029
298.453,0.009	0.137,54.944	5.747,54.944
0.630,0.006	53.443,0.006	0.008,24.574
0.954,0.209	86.238,0.005	0.013,16.187
0.815,1.263	34.848,0.266	0.017,101.967
60.234,0.395	0.223,691.350	19.641,23.542
0.408,1.316	36.620,0.021	0.012,123.393
194.872,0.040	0.059,84.043
3.625,0.012	126.414,0.012	0.055,59.972
154.371,0.018	0.216,1.345	3.498,1.345	0.216,119.701	3.498,119.701
537.458,0.004
78.056,0.428	0.022,380.671	0.933,380.671
22.062,0.105	0.014,132.723
0.469,1.867	30.526,0.052	0.010,127.907
413.616,0.073	0.062,212.699
0.490,0.438	45.489,0.005	0.006,26.082
89.169,0.044	89.169,2.039	0.043,191.947
0.542,0.176	27.784,0.002	0.008,13.923
63.685,0.086	63.685,4.516	0.045,292.811
0.210,3.441	16.612,0.079	0.004,298.546
24.663,0.057	24.663,5.478	0.009,208.337
88.839,0.044	88.839,3.310	0.095,91.858
88.654,0.049	0.166,3.901	2.711,3.901	0.166,23.274	2.711,23.274
1.624,0.331	95.718,0.007	0.035,26.752
6.285,0.183	316.419,0.183	0.069,71.495
1.701,0.907	156.303,0.010	0.067,29.676	6.158,29.676
1.228,4.979	118.026,0.086	0.075,288.034	7.188,288.034
4.408,0.076	313.386,0.076	0.221,198.794
687.807,0.258
443.523,1.213	3.992,36.982	91.306,36.982
30.691,0.063	0.085,5.893	0.085,74.895
0.365,1.086	21.821,0.012	0.008,78.453
95.399,0.111
63.649,2.773	0.018,169.068
1.041,0.259	98.406,0.005	1.041,9.390
202.338,0.006	0.567,32.613
3.683,1.713	135.378,0.021	0.084,31.068
218.259,0.031	0.175,134.603	5.183,134.603
1.667,0.945	83.278,0.013	0.056,33.719
93.739,0.011	0.039,64.364
2.174,3.250	158.753,0.037	0.028,221.711
1.538,0.896	81.354,0.025	0.028,79.224
0.348,4.243	13.804,0.151	0.039,196.280
3.331,0.040	167.215,0.040	0.042,83.165
72.918,0.139	0.136,90.398
342.407,0.011
81.944,0.266	0.014,346.526
235.194,0.170	0.146,199.828
197.397,0.095	0.023,2.621	0.023,207.671
3.445,2.543	233.613,0.044	0.083,115.458
42.332,0.062	42.332,5.124	0.198,284.551
0.031,138.594
15.918,0.007	15.918,0.507	0.007,29.504
1.495,1.085	90.561,0.014	0.015,29.511
159.594,0.129	0.024,4.437	0.024,349.767
301.925,0.022	0.053,1.242	0.053,89.979
135.251,0.030	0.032,37.367	3.022,37.367
170.757,0.014	170.757,1.045	0.113,56.939
373.020,0.054	0.105,228.702	5.533,228.702
299.051,0.017	0.040,117.944	3.610,117.944
17.955,0.095	0.005,93.255
440.633,0.039	0.183,101.301
341.599,0.096	0.122,3.211	0.122,87.264
65.535,0.067	1.405,154.280
5.367,0.066	440.633,0.066	0.267,101.301
0.382,0.829	35.368,0.040	0.005,44.340
128.899,0.046	128.899,1.695	0.167,154.101
92.527,0.013	0.014,28.814	1.313,28.814
3.756,0.021	146.672,0.021	0.060,70.187
120.309,0.131	0.103,57.294
137.662,1.102	8.120,22.252	32.783,22.252
5.200,0.286	107.779,0.286	0.076,47.734
144.208,0.123	0.019,158.767
651.481,0.213	0.358,114.790	9.487,7.776
74.890,0.015	74.890,0.732	0.019,26.649
0.953,1.197	77.454,0.020	0.011,33.665
1.636,1.280	132.899,0.017	0.051,60.734	4.159,60.734
82.853,0.008	0.034,47.179	3.301,47.179
0.932,1.267	29.623,0.064	0.011,80.856
60.583,0.035	0.015,2.059	1.167,2.059	0.015,129.462	1.167,129.462
4.210,0.074	83.491,0.074	0.062,3.125	0.062,166.734
4.769,0.104	43.181,0.104	0.075,4.172	0.075,243.995
62.854,0.324	0.009,272.336	0.679,272.336
6.172,0.041	454.485,0.041	0.251,2.328	0.251,94.526
10.084,0.229	0.009,4.235	0.009,128.149
75.602,0.156	75.602,4.876	0.024,319.158
0.681,2.994	61.379,0.032	0.049,85.248
87.526,0.029	0.951,37.294
667.284,0.242	667.284,2.827	0.128,122.106
2.101,0.029	101.095,0.029	0.026,21.827
211.057,0.023	0.317,141.649
299.925,0.031
292.245,0.016	292.245,1.155	0.035,74.292
2.574,0.754	157.117,0.029	157.117,1.551	0.056,40.462
1.634,0.028	59.157,0.028	0.094,1.058	0.094,32.175
1.385,3.729	118.166,0.038	0.025,186.553
2.354,1.036	73.199,0.011	0.026,93.019
76.330,0.040	0.058,55.488
2.079,1.336	56.790,0.048	0.031,28.665
6.869,0.010	91.569,0.010	0.121,34.811
0.325,0.910	24.253,0.013	0.006,64.114
109.771,0.244	109.771,0.990	0.067,22.910	3.831,22.910
157.570,0.099	0.310,131.119	3.084,131.119
374.014,0.151	0.493,176.615
5.519,0.013	46.323,0.013	5.519,1.082	46.323,1.082	0.073,97.733
3.493,1.099	225.141,0.058	0.100,95.310
112.196,0.098	0.021,6.643	0.021,417.204
441.170,0.043	0.264,124.083
165.376,0.057	165.376,4.710	2.247,198.934
0.688,0.471	42.413,0.017	0.008,9.683
0.117,111.994	3.979,111.994
740.881,0.013	740.881,0.666	3.082,60.370
0.374,2.692	25.105,0.042	0.007,113.210
101.918,0.042	101.918,3.306	0.018,154.038
1.697,3.508	165.717,0.038	0.040,74.626
9.622,0.090	9.622,3.250	0.003,188.106
1.330,0.189	67.016,0.011	0.014,10.626
213.040,0.034	0.163,88.243
0.003,0.655	0.003,32.493
657.496,0.043	657.496,3.464	0.273,81.476
4.372,0.008	256.756,0.008	0.106,19.639
101.063,0.029	0.047,1.737	0.047,124.966
1.660,1.397	20.891,0.101	0.019,132.416
3.936,0.063	150.970,0.063	0.040,159.248
195.717,0.023	0.089,2.136	0.089,73.128
0.187,0.106	17.590,0.004	0.012,7.677
1.341,1.158	79.255,0.030	0.029,72.521
0.776,0.891	30.547,0.018	0.016,79.371
0.000,0.640	0.000,52.219
227.690,0.048	0.360,140.080
0.878,0.008	81.485,0.008	0.012,22.627
1.526,0.058	87.151,0.001
144.162,0.058	0.453,97.416	7.635,97.416
69.069,0.137	0.022,6.656	0.022,209.848
2.449,0.044	134.535,0.044	0.124,4.085	0.124,184.398
0.793,1.040	69.841,0.020	0.012,69.885
52.791,0.019	0.079,86.036
89.003,0.048	89.003,0.528	0.016,46.764	1.454,46.764
0.524,0.318	38.897,0.005	0.011,30.355
156.419,0.024	1.990,62.854
120.731,0.014	0.571,1.148	0.571,112.099
221.798,0.326	0.139,482.151	2.411,482.151
2.417,0.017	55.334,0.017	2.417,1.363	55.334,1.363
0.592,5.432	37.947,0.101	0.020,119.026
0.809,0.888	77.108,0.009	0.043,83.981
113.076,0.039	0.049,136.078
0.017,186.123
325.223,0.056	0.095,1.758	6.550,1.758	0.095,62.461	6.550,62.461
0.907,0.528	71.815,0.042	0.018,41.654
2.270,0.731	168.999,0.018	0.036,15.563
66.694,0.761	0.050,332.404
6.948,0.973	6.948,1.078	0.002,88.047
336.200,0.122	0.391,5.682	0.391,459.023	21.360,9.882
102.068,0.090	0.301,79.471
0.053,2.418	3.399,2.418	0.001,121.200
108.461,0.022	0.028,18.585	2.239,18.585
0.428,2.092	24.996,0.056	0.011,179.071
443.176,0.026	0.638,159.613
2.359,2.051	73.686,0.039	0.045,85.234
106.695,2.338	0.251,96.174
62.041,1.177	0.027,101.773
68.977,0.033	0.017,2.462	0.017,95.032
0.309,0.071	27.093,0.001	0.309,6.475
123.920,0.008
1.281,1.905	83.923,0.031	0.063,144.995
0.521,0.216	41.938,0.024	0.037,16.114
114.749,0.223	0.431,282.893
1.295,2.192	124.828,0.058	0.022,100.567
0.167,1.569	11.275,0.034	0.105,127.345
35.882,0.086	35.882,8.369	0.016,826.032
94.314,0.146	0.013,2.313	0.013,203.269
89.341,0.205	0.109,149.326	1.545,149.326
2.230,1.306	99.529,0.013	0.036,120.423
607.758,0.565	0.364,63.062
0.501,1.395	35.477,0.042	35.477,3.078	0.012,102.094
2.110,0.264	66.384,0.006	0.201,11.736
3.799,1.101	181.082,1.101	0.083,180.352
0.672,6.347	60.947,0.074	0.099,55.065
4.283,0.021	161.477,0.021	0.044,0.953	0.044,60.688
37.417,0.017	0.074,0.766	0.074,29.734
170.718,0.103	0.279,169.993
2.178,4.886	0.055,153.904
0.027,21.880
369.748,0.275	0.316,157.517
0.341,0.361	29.163,0.004	0.006,22.595
1.546,0.056	90.446,0.056	0.115,95.415	6.741,2.014
625.497,0.002	0.145,15.895
0.763,3.818	41.375,0.142	0.009,315.977
1.952,1.828	164.382,0.026	0.047,34.861
0.836,1.250	62.520,0.017	0.054,91.720
140.930,0.130	140.930,0.704	0.045,36.859	3.523,36.859
11.397,1.066	0.001,791.408
2.558,0.054	153.010,0.002
0.859,0.869	42.714,0.021	0.010,75.117
47.867,0.079	47.867,1.939	0.028,143.814
2.930,2.131	173.403,0.022	0.043,167.693
9.428,0.008	546.990,0.008	0.217,44.272
2.698,0.488	122.295,0.008	0.029,9.876
12.810,0.079	12.810,2.777	0.004,162.631
0.299,1.762	24.552,0.041	0.005,55.554
152.094,0.057	152.094,3.256	0.019,165.068
0.496,0.875	12.900,0.018	0.007,58.109
220.689,0.079	0.822,3.774	0.822,101.834
0.216,0.217	19.528,0.004	0.003,17.658
2.019,0.154	133.042,0.154	0.020,221.545
468.141,0.070	0.161,37.969
345.972,0.161	0.087,289.139	3.837,10.796
0.130,1.310	11.302,0.020	0.007,117.119
14.128,0.076	14.128,4.937	0.002,332.533
5.396,4.787	235.536,1.272	0.118,96.889
58.394,0.008	58.394,0.732	0.013,56.704
62.758,0.537	0.103,150.572
70.459,0.167	0.012,167.432
379.236,0.344	0.312,128.064
1.180,3.490	107.898,0.054	0.012,185.634
1.589,0.763	53.018,0.019	0.090,40.525
0.655,0.131	41.371,0.001	0.014,8.391
0.755,2.659	49.307,2.659	0.012,723.327
143.236,0.047	0.157,186.865
0.305,1.220	18.174,0.045	0.006,20.558
3.653,0.019	159.171,0.019	0.078,94.210
0.003,818.021
77.062,0.015	0.219,37.407
3.734,2.407	79.825,2.407	0.069,386.253
192.293,0.166	0.417,4.062	0.417,275.587
2.154,0.021	103.988,0.021	0.081,71.348
0.001,818.021
1.800,0.362	160.691,0.014	0.066,31.224
0.646,1.838	63.985,0.026	0.078,93.466
942.127,0.112	942.127,3.806	0.716,78.825
88.655,0.022	0.181,133.673
116.228,0.165	0.050,71.713	3.580,71.713
0.146,0.208	4.960,0.002	0.017,15.113	0.566,15.113
162.956,0.253	0.159,237.841	3.753,237.841
0.430,1.327	39.431,0.345	0.015,38.664
112.196,0.029	0.634,1.278	6.485,1.278	0.634,116.310	6.485,116.310
45.931,0.067	0.005,5.349	0.005,135.634
278.057,0.068	2.032,3.763	2.032,80.725
2.561,1.006	214.172,0.049	0.282,99.734
0.470,0.031	37.390,0.000
102.158,0.069	0.014,116.026	1.027,116.026
63.573,0.535	0.074,210.658	4.903,210.658
0.209,1.033	8.934,0.014	0.021,36.424
242.588,0.033	0.164,111.144
29.920,0.089	0.103,160.238	6.775,2.595
24.076,0.202	0.103,115.591
110.669,0.035	0.018,40.252	1.430,40.252
129.000,0.107	0.029,54.659	1.820,54.659
2.620,0.305	110.133,0.010	0.028,15.955
64.895,0.030	0.208,45.584
0.661,0.510	28.514,0.010	0.014,21.842
73.674,0.136	73.674,3.683
1.457,0.034	88.920,0.034	0.237,103.588
106.082,0.092	0.024,136.333
139.653,0.330	139.653,6.733	0.491,214.804
54.199,0.003	0.122,5.927	3.701,5.927
1.290,0.116	80.259,0.003	80.259,0.176	0.097,6.698
1.297,0.190	40.556,0.190	0.027,887.231
1.156,1.935	70.992,0.064	0.013,79.114
246.621,0.120	0.115,18.922
2.076,3.407	24.916,0.103	24.916,4.767	0.026,157.644
79.338,0.036	1.133,36.245
112.740,0.026	0.133,24.937	3.769,24.937
452.957,0.154	0.472,98.757
186.258,0.017	0.070,1.275	4.006,1.275	0.070,122.368	4.006,122.368
130.202,0.590	0.097,421.420
1.659,1.968	105.091,0.033	0.017,67.441
41.789,0.091	0.010,8.160	0.010,80.142
3.178,0.075	170.786,0.002
2.566,0.072	115.409,0.072	0.042,173.035
1.871,1.151	120.630,0.048	0.090,85.969	5.787,3.602
80.294,0.011	0.187,52.891
3.778,2.895	135.810,0.091	0.070,97.929
0.411,0.108	24.838,0.002
0.395,3.166	29.122,0.099	0.014,164.700
102.671,0.130	0.087,6.459	0.087,267.423
0.682,3.347	62.447,0.064	0.012,63.421
148.849,0.063	0.040,136.325
9.289,0.082	0.031,108.892
2.046,0.860	147.147,0.071	0.503,40.243
1.321,0.291	45.165,0.026	0.013,19.834
6.578,0.349	0.001,377.087
2.503,0.703	44.033,0.010	0.025,70.058
0.040,378.451
102.963,0.009
149.933,0.073	0.049,240.901
25.402,0.054	0.030,99.848
78.682,0.013	0.090,84.064
0.670,0.414	46.120,0.010	0.007,27.978
5.713,0.015	494.341,0.015	0.111,18.547
32.173,0.050	32.173,3.962	0.018,326.853
110.241,1.278	0.531,158.127	7.123,32.732
83.061,0.537	0.037,193.712
592.233,0.031	0.240,23.673
137.922,0.021	1.308,19.340
97.146,0.124	0.024,1.986	0.024,89.825
86.549,0.085	0.015,5.938	0.015,157.074
1.292,2.345	50.338,0.026	0.023,155.469
98.917,0.064	0.022,29.069	1.334,29.069
1.806,0.035	133.148,0.035	0.024,59.738
0.263,0.331	18.584,0.009	0.148,31.013
0.954,0.682	42.750,0.018	0.045,50.219
10.643,0.298	0.009,65.482
0.773,1.146	43.190,0.651	0.008,83.086
346.990,0.264	0.366,50.203
273.878,0.054	0.489,1.011	7.477,1.011	0.489,99.729	7.477,99.729
101.292,0.060	0.423,5.437	3.406,5.437	0.423,51.268	3.406,51.268
0.001,1.209	0.001,101.763
117.728,0.073	0.124,65.670	6.420,65.670
0.920,1.094	39.505,0.011	0.009,101.861
0.620,0.743	50.506,0.011	0.045,34.468
2.632,3.919	107.304,0.535	0.030,68.247
99.848,0.675	0.014,124.468	1.010,124.468
365.253,0.064	0.054,6.263	0.054,250.411
1.951,0.023	93.805,0.023	0.079,55.447
0.304,0.825	14.946,0.018	0.012,50.057
5.932,0.002	377.290,0.002	0.609,17.741
161.224,0.207	0.036,307.492	1.936,10.304
1.008,0.008	66.786,0.008	0.011,63.296
102.058,0.035	102.058,3.115	0.117,95.769
49.147,0.024	49.147,1.964	0.019,188.302
0.056,2.166	0.001,99.183
65.344,0.034	0.019,2.287	0.019,154.869
123.181,0.003	0.108,7.610
14.784,0.222	0.005,8.883	0.005,64.510
7.648,0.001	249.251,0.001
1.204,0.946	67.530,0.012	0.016,93.824
251.647,0.002
173.744,0.022	0.204,1.169	0.204,79.214
2.952,1.329	38.266,0.038	0.041,96.527
186.649,0.005	0.091,16.504
52.278,0.045	0.031,2.406	0.031,138.995
0.704,4.708	31.414,0.071	0.008,125.066
1.083,0.305	21.928,0.005	0.185,12.993
46.198,0.009	0.007,64.196	0.481,64.196
73.868,0.184	0.026,139.428
658.180,0.005
1.640,2.395	93.112,0.090	0.168,223.674	9.547,8.436
69.829,0.077	0.357,5.386	0.357,376.955
3.814,2.378	106.515,0.089	0.075,132.462
31.321,0.170	0.012,608.737	0.596,608.737
1.937,2.611	156.749,0.065	0.025,117.675
393.908,0.010
78.918,0.460	0.022,296.306	1.854,296.306
104.384,0.144	0.077,185.531
2.286,3.232	220.367,3.232	0.037,89.886
354.690,0.027	0.144,96.331	7.130,96.331
145.871,0.060	0.030,4.446	0.030,267.072
1.526,0.916	53.035,0.014	0.023,55.181
52.163,0.039	52.163,0.929	0.011,85.005
63.469,0.007	0.022,33.193	1.753,33.193
13.483,0.049	0.018,4.602	0.018,347.587
156.662,0.145	0.395,447.850
93.417,0.236	0.011,258.804
90.734,0.056	0.130,4.025	0.130,64.497
1.033,0.889	88.524,0.018	0.081,35.303
32.628,0.261	0.010,503.795
141.084,0.152	141.084,3.233	0.024,26.163	2.214,26.163
1.025,1.146	20.222,0.102	20.222,4.701	0.061,53.000
0.875,1.796	56.480,0.034	0.068,97.188
3.571,0.165	353.320,0.165	0.550,821.303	54.460,8.789
1.394,1.449	135.313,0.033	0.057,92.162
0.120,0.289	11.316,0.004	0.003,26.866
74.437,0.011	0.432,47.171
352.211,0.035	0.715,118.677	4.476,118.677
0.920,4.070	54.273,0.054	0.012,203.859
2.156,0.011	116.981,0.011
0.654,0.006	55.412,0.006
0.908,0.725	43.942,0.725	0.908,4.165	43.942,4.165	0.022,114.915
0.193,0.335	12.762,0.005	0.002,16.344
212.321,2.509	0.303,4.430	0.303,134.399	10.015,76.115
1.202,0.021	64.049,0.021	0.020,43.162
0.337,0.791	25.924,0.033	0.006,28.502
1.355,0.020	14.784,0.020	0.031,1.875	0.031,139.889
2.033,1.641	201.136,0.022	0.148,29.610
2.289,5.705	49.626,0.075	0.245,81.518
2.018,1.035	113.754,0.043	113.754,3.765	0.083,90.798
